! ------------ AirfoilInfo v1.01.x Input File ----------------------------------
!Polar_13 properties
!Created 03-Nov-2020 21:08:03.
! note that this file uses Marshall Buhl's new input file processing; start all comment lines with !
! ------------------------------------------------------------------------------
"DEFAULT"     InterpOrd         ! Interpolation order to use for quasi-steady table lookup {1=linear; 3=cubic spline; "default"} [default=3]
          1   NonDimArea        ! The non-dimensional area of the airfoil (area/chord^2) (set to 1.0 if unsure or unneeded)
          0   NumCoords         ! The number of coordinates in the airfoil shape file.  Set to zero if coordinates not included.
          1   NumTabs           ! Number of airfoil tables in this file.  Each table must have lines for Re and Ctrl.
! ------------------------------------------------------------------------------
! data for table 1
! ------------------------------------------------------------------------------
       0.75   Re                ! Reynolds number in millions
          0   Ctrl              ! Control setting (must be 0 for current AirfoilInfo)
True          InclUAdata        ! Is unsteady aerodynamics data included in this table? If TRUE, then include 30 UA coefficients below this line
!........................................
      -4.0000   alpha0            ! 0-lift angle of attack, depends on airfoil.
      0.9607   alpha1            ! Angle of attack at f=0.7, (approximately the stall angle) for AOA>alpha0. (deg)
      0.9517   alpha2            ! Angle of attack at f=0.7, (approximately the stall angle) for AOA<alpha0. (deg)
          0   eta_e             ! Recovery factor in the range [0.85 - 0.95] used only for UAMOD=1, it is set to 1 in the code when flookup=True. (-)
      0.9312   C_nalpha          ! Slope of the 2D normal force coefficient curve. (1/rad)
"DEFAULT"     T_f0              ! Initial value of the time constant associated with Df in the expression of Df and f'. [default = 3]
"DEFAULT"     T_V0              ! Initial value of the time constant associated with the vortex lift decay process; it is used in the expression of Cvn. It depends on Re,M, and airfoil class. [default = 6]
"DEFAULT"     T_p               ! Boundary-layer,leading edge pressure gradient time constant in the expression of Dp. It should be tuned based on airfoil experimental data. [default = 1.7]
"DEFAULT"     T_VL              ! Initial value of the time constant associated with the vortex advection process; it represents the non-dimensional time in semi-chords, needed for a vortex to travel from LE to trailing edge (TE); it is used in the expression of Cvn. It depends on Re, M (weakly), and airfoil. [valid range = 6 - 13, default = 11]
"DEFAULT"     b1                ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.14]
"DEFAULT"     b2                ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.53]
"DEFAULT"     b5                ! Constant in the expression of K''_q,Cm_q^nc, and k_m,q.  [from  experimental results, defaults to 5]
"DEFAULT"     A1                ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.3]
"DEFAULT"     A2                ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.7]
"DEFAULT"     A5                ! Constant in the expression of K''_q,Cm_q^nc, and k_m,q. [from experimental results, defaults to 1]
          0   S1                ! Constant in the f curve best-fit for alpha0<=AOA<=alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
          0   S2                ! Constant in the f curve best-fit for         AOA> alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
          0   S3                ! Constant in the f curve best-fit for alpha2<=AOA< alpha0; by definition it depends on the airfoil. [ignored if UAMod<>1]
          0   S4                ! Constant in the f curve best-fit for         AOA< alpha2; by definition it depends on the airfoil. [ignored if UAMod<>1]
      0.6976   Cn1               ! Critical value of C0n at leading edge separation. It should be extracted from airfoil data at a given Mach and Reynolds number. It can be calculated from the static value of Cn at either the break in the pitching moment or the loss of chord force at the onset of stall. It is close to the condition of maximum lift of the airfoil at low Mach numbers.
      0.6789   Cn2               ! As Cn1 for negative AOAs.
       0.19   St_sh             ! Strouhal's shedding frequency constant.  [default = 0.19]
      0.0146   Cd0               ! 2D drag coefficient value at 0-lift.
      -0.0727   Cm0               ! 2D pitching moment coefficient about 1/4-chord location, at 0-lift, positive if nose up. [If the aerodynamics coefficients table does not include a column for Cm, this needs to be set to 0.0]
          0   k0                ! Constant in the hat(x)_cp curve best-fit; = (hat(x)_AC-0.25).  [ignored if UAMod<>1]
          0   k1                ! Constant in the hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
          0   k2                ! Constant in the hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
          0   k3                ! Constant in the hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
          0   k1_hat            ! Constant in the expression of Cc due to leading edge vortex effects.  [ignored if UAMod<>1]
"DEFAULT"     x_cp_bar          ! Constant in the expression of hat(x)_cp^v. [ignored if UAMod<>1, default = 0.2]
"DEFAULT"     UACutout          ! Angle of attack above which unsteady aerodynamics are disabled (deg). [Specifying the string "Default" sets UACutout to 45 degrees]
"DEFAULT"     filtCutOff        ! Cut-off frequency (-3 dB corner frequency) for low-pass filtering the AoA input to UA, as well as the 1st and 2nd derivatives (Hz) [default = 20]
!........................................
! Table of aerodynamics coefficients
          120   NumAlf            ! Number of data lines in the following table
!    Alpha      Cl      Cd        Cm
!    (deg)      (-)     (-)       (-)
-180.0000    0.0033    0.0353    0.0049 
-177.7143    0.0713    0.0371    0.0915 
-175.4286    0.1443    0.0381    0.1827 
-173.1429    0.2152    0.0395    0.2747 
-170.8572    0.2846    0.0426    0.3652 
-168.5716    0.3536    0.0494    0.4035 
-166.2857    0.4228    0.0630    0.4084 
-164.0000    0.4930    0.0853    0.4125 
-161.7145    0.5651    0.1144    0.4186 
-159.4284    0.6395    0.1473    0.4261 
-157.1428    0.7149    0.1834    0.4437 
-154.8573    0.7898    0.2223    0.4609 
-152.5714    0.8630    0.2638    0.4787 
-150.2857    0.9310    0.3076    0.4953 
-148.0000    0.9659    0.3535    0.4889 
-143.8571    0.9234    0.4410    0.4673 
-139.7143    0.8505    0.5328    0.4501 
-135.5714    0.7785    0.6269    0.4372 
-131.4286    0.7073    0.7214    0.4287 
-127.2857    0.6367    0.8145    0.4240 
-123.1429    0.5665    0.9042    0.4223 
-119.0000    0.4967    0.9886    0.4226 
-114.8571    0.4270    1.0657    0.4239 
-110.7143    0.3572    1.1336    0.4252 
-106.5714    0.2873    1.1907    0.4253 
-102.4286    0.2171    1.2362    0.4239 
-98.2857    0.1465    1.2696    0.4206 
-94.1429    0.0752    1.2905    0.4152 
-90.0000    0.0032    1.2982    0.4073 
-85.8571    -0.0697    1.2924    0.3966 
-81.7143    -0.1435    1.2725    0.3831 
-77.5714    -0.2183    1.2384    0.3677 
-73.4286    -0.2927    1.1913    0.3513 
-69.2857    -0.3651    1.1327    0.3339 
-65.1429    -0.4337    1.0642    0.3161 
-61.0000    -0.4976    0.9873    0.2981 
-56.8571    -0.5613    0.9035    0.2802 
-52.7143    -0.6267    0.8144    0.2622 
-48.5714    -0.6977    0.7216    0.2438 
-44.4286    -0.7789    0.6268    0.2282 
-40.2857    -0.8627    0.5331    0.2104 
-36.1429    -0.9427    0.4445    0.1360 
-32.0000    -1.0098    0.3470    0.0569 
-28.0000    -1.0617    0.2119    0.0336 
-24.0000    -1.0679    0.1487    0.0140 
-20.0000    -1.0170    0.1086    -0.0004 
-18.0000    -0.9882    0.0904    -0.0054 
-16.0000    -0.9548    0.0735    -0.0091 
-14.0000    -0.9109    0.0583    -0.0103 
-12.0000    -0.8502    0.0450    -0.0084 
-10.0000    -0.7647    0.0338    -0.0113 
-8.0000    -0.6246    0.0249    -0.0290 
-6.0000    -0.4089    0.0184    -0.0512 
-4.0000    -0.1427    0.0146    -0.0727 
-2.0000    0.1459    0.0133    -0.0923 
-1.0000    0.2927    0.0135    -0.1011 
0.0000    0.4398    0.0139    -0.1093 
1.0000    0.5867    0.0145    -0.1169 
2.0000    0.7323    0.0151    -0.1238 
3.0000    0.8765    0.0156    -0.1301 
4.0000    1.0188    0.0159    -0.1355 
5.0000    1.1587    0.0159    -0.1403 
6.0000    1.2939    0.0158    -0.1442 
7.0000    1.4219    0.0158    -0.1474 
8.0000    1.5401    0.0162    -0.1497 
9.0000    1.6458    0.0173    -0.1512 
10.0000    1.7362    0.0193    -0.1518 
11.0000    1.8084    0.0226    -0.1515 
12.0000    1.8663    0.0277    -0.1504 
13.0000    1.9015    0.0347    -0.1484 
14.0000    1.9142    0.0437    -0.1458 
15.0000    1.9063    0.0545    -0.1428 
16.0000    1.8796    0.0669    -0.1401 
18.0000    1.7844    0.0957    -0.1372 
20.0000    1.6821    0.1286    -0.1388 
24.0000    1.5499    0.2016    -0.1553 
28.0000    1.4552    0.2783    -0.1780 
32.0000    1.3746    0.3580    -0.2006 
36.1429    1.2920    0.4437    -0.2232 
40.2857    1.2077    0.5330    -0.2439 
44.4286    1.1168    0.6258    -0.2615 
48.5714    1.0205    0.7201    -0.2766 
52.7143    0.9203    0.8135    -0.2903 
56.8571    0.8173    0.9034    -0.3036 
61.0000    0.7130    0.9875    -0.3173 
65.1429    0.6082    1.0645    -0.3314 
69.2857    0.5040    1.1328    -0.3456 
73.4286    0.4013    1.1913    -0.3596 
77.5714    0.3008    1.2385    -0.3732 
81.7143    0.2032    1.2731    -0.3858 
85.8571    0.1092    1.2938    -0.3971 
90.0000    0.0200    1.2996    -0.4068 
94.1429    -0.0653    1.2911    -0.4146 
98.2857    -0.1463    1.2691    -0.4204 
102.4286    -0.2236    1.2346    -0.4239 
106.5714    -0.2971    1.1885    -0.4251 
110.7143    -0.3672    1.1316    -0.4248 
114.8571    -0.4340    1.0649    -0.4236 
119.0000    -0.4979    0.9892    -0.4224 
123.1429    -0.5599    0.9057    -0.4222 
127.2857    -0.6240    0.8162    -0.4239 
131.4286    -0.6952    0.7229    -0.4284 
135.5714    -0.7783    0.6277    -0.4369 
139.7143    -0.8709    0.5329    -0.4501 
143.8571    -0.9415    0.4404    -0.4675 
148.0000    -0.9513    0.3524    -0.4887 
150.2857    -0.9185    0.3065    -0.4954 
152.5714    -0.8612    0.2628    -0.4783 
154.8571    -0.7912    0.2217    -0.4608 
157.1429    -0.7156    0.1833    -0.4433 
159.4286    -0.6406    0.1479    -0.4263 
161.7143    -0.5671    0.1158    -0.4351 
164.0000    -0.4951    0.0867    -0.4531 
